SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
538987,TALBROSENG  ,X ,Q,96.00,100.80,90.00,90.25,90.00,97.35,27,813,73659.00,
538993,PUROHITCON  ,XT,Q,8.40,8.40,8.40,8.40,8.40,8.84,1,5,42.00,
539006,PTCIL       ,X ,Q,410.90,410.90,410.90,410.90,410.90,407.55,1,3,1232.00,
539009,GBLIL       ,X ,Q,3.44,3.44,3.44,3.44,3.44,3.51,3,76,261.00,
539011,CHENFERRO   ,XT,Q,6.88,6.88,6.88,6.88,6.88,6.56,2,265,1823.00,
539012,MEGRISOFT   ,XT,Q,13.10,13.10,13.10,13.10,13.10,13.05,1,208,2724.00,
539015,ORTEL       ,B ,Q,1.32,1.32,1.32,1.32,1.32,1.38,3,12,15.00,
539017,ASHFL       ,X ,Q,38.00,44.00,38.00,42.85,44.00,42.00,20,758,31681.00,
539018,BEEKAY      ,X ,Q,224.95,224.95,220.05,220.05,220.05,218.10,8,430,95542.00,
539026,SSPNFIN     ,M ,Q,53.25,53.25,53.25,53.25,53.25,52.00,1,6000,319500.00,
539031,SETFBSE100  ,B ,Q,114.18,114.25,114.00,114.00,114.00,115.50,3,201,22939.00,
539032,FRASER      ,X ,Q,10.50,11.55,10.01,10.96,10.01,10.50,29,53626,585703.00,
539040,TTIL        ,XT,Q,1.20,1.20,1.20,1.20,1.20,1.20,3,401,481.00,
539042,AGIIL       ,T ,Q,49.00,49.00,49.00,49.00,49.00,47.00,2,431,21119.00,
539043,BKMINDST    ,B ,Q,1.74,1.74,1.74,1.74,1.74,1.83,1,20,34.00,
539044,MANAKSTELTD ,B ,Q,13.30,13.30,11.15,11.35,11.70,13.15,13,5368,63566.00,
539045,MNKALCOLTD  ,B ,Q,4.33,5.00,4.33,4.63,4.63,4.65,167,257650,1192341.00,
539046,MNKCMILTD   ,T ,Q,4.11,4.52,4.11,4.13,4.14,4.31,12,2183,9403.00,
539056,ADLABS      ,B ,Q,3.72,3.75,3.57,3.65,3.65,3.72,41,12277,44603.00,
539083,INOXWIND    ,A ,Q,35.00,38.60,35.00,36.25,35.45,35.60,198,12695,473815.00,
539097,YOGYA       ,M ,Q,27.45,27.60,27.45,27.60,27.60,27.00,7,64000,1760800.00,
539113,PML         ,X ,Q,1400.00,1570.00,1360.00,1497.35,1470.00,1310.55,144,827,1232460.00,
539117,SUJALA      ,XT,Q,24.15,24.15,24.15,24.15,24.15,24.60,1,50,1207.00,
539118,VRLLOG      ,B ,Q,268.00,277.00,261.65,269.90,269.50,270.40,238,3557,964887.00,
539121,PALCO       ,X ,Q,21.75,21.75,21.75,21.75,21.75,22.85,1,200,4350.00,
539122,BODHTREE    ,X ,Q,39.50,40.20,38.20,39.50,40.00,39.30,120,40847,1611877.00,
539126,MEP         ,B ,Q,30.55,31.05,28.75,30.40,30.45,30.60,273,12117,368229.00,
539131,CLLIMITED   ,Z ,Q,1.61,1.75,1.61,1.61,1.75,1.69,4,7901,12723.00,
539132,VEGETABLE   ,XT,Q,3.45,3.45,3.45,3.45,3.45,3.40,3,50,172.00,
539141,UFO         ,B ,Q,145.50,146.60,138.60,139.90,139.15,147.20,140,5108,731156.00,
539143,PANTH       ,X ,Q,120.00,122.25,120.00,120.90,120.90,120.85,158,74294,9006775.00,
539148,SHIVALIK    ,X ,Q,213.90,214.95,197.10,200.30,201.90,209.95,60,2772,572642.00,
539149,ICSL        ,X ,Q,1.00,1.00,1.00,1.00,1.00,1.00,1,100,100.00,
539150,PNCINFRA    ,A ,Q,203.30,204.90,196.80,198.05,197.75,203.05,173,2103,420797.00,
539151,ARFIN       ,X ,Q,56.35,58.65,55.05,55.25,55.25,56.30,18,1607,88876.00,
539176,HAWAENG     ,XT,Q,30.00,30.00,30.00,30.00,30.00,30.80,1,15,450.00,
539177,AIIL        ,X ,Q,31.80,33.30,30.30,30.30,30.30,31.85,29,22546,697910.00,
539195,POEL        ,X ,Q,29.95,33.00,29.95,33.00,33.00,29.85,8,491,14731.00,
539196,AEL         ,X ,Q,9.95,9.95,8.61,8.61,8.61,10.00,9,1451,13556.00,
539201,SATIA       ,B ,Q,650.00,655.00,640.00,655.00,655.00,642.15,12,509,330914.00,
539207,MANPASAND   ,A ,Q,18.95,19.20,18.10,18.25,18.10,19.05,323,35810,667053.00,
539219,MUL         ,X ,Q,204.75,205.50,195.00,195.80,202.00,204.65,118,12669,2489735.00,
539221,SPORTKING   ,XT,Q,276.00,276.95,253.00,253.00,253.00,263.80,8,100,27510.00,
539223,AMBITION    ,B ,Q,12.00,12.25,12.00,12.22,12.22,11.67,99,18106,221213.00,
539225,JIYAECO     ,B ,Q,51.00,53.25,50.45,51.30,51.30,50.35,1334,210612,10840477.00,
539226,RUDRA       ,T ,Q,89.60,89.60,89.60,89.60,89.60,85.60,1,5,448.00,
539227,LOYAL       ,T ,Q,34.50,34.50,31.30,34.50,34.50,32.90,13,12800,401805.00,
539228,GGPL        ,B ,Q,76.05,76.05,75.05,75.10,75.05,76.00,63,9233,697378.00,
539229,MRSS        ,M ,Q,13.56,13.56,13.56,13.56,13.56,12.92,9,7200,97632.00,
539235,GPL         ,XT,Q,340.05,356.95,340.05,356.95,356.95,356.00,3,7,2414.00,
539251,BALKRISHNA  ,B ,Q,19.15,19.15,16.20,17.50,16.55,19.50,37,808,14606.00,
539252,SCFL        ,B ,Q,2.70,2.70,2.55,2.55,2.55,2.70,4,1302,3370.00,
539254,ADANITRANS  ,A ,Q,217.30,231.35,217.30,222.50,222.50,218.95,1281,36491,8229920.00,
539255,STARDELTA   ,X ,Q,82.25,86.00,81.25,81.25,81.25,85.50,9,93,7625.00,
539267,DRHABEEB    ,XT,Q,47.55,47.55,47.55,47.55,47.55,47.55,1,5,237.00,
539268,SYNGENE     ,A ,Q,304.05,307.50,299.60,300.35,300.35,305.35,280,2711,819767.00,
539276,KAYA        ,B ,Q,361.50,361.50,331.25,338.50,335.25,356.50,160,868,303755.00,
539287,ORTINLAABS  ,T ,Q,9.75,10.25,9.50,10.13,10.00,10.00,43,10930,107022.00,
539289,MJCO        ,B ,Q,418.00,418.00,404.35,405.00,404.70,409.30,59,598,243991.00,
539290,BINDALAGRO  ,B ,Q,9.85,9.85,8.65,9.20,9.19,9.87,41,5626,52017.00,
539300,AKSPINTEX   ,X ,Q,14.00,14.00,14.00,14.00,14.00,14.70,4,3887,54418.00,
539301,ARVSMART    ,B ,Q,88.25,89.50,86.05,88.75,89.50,89.90,36,1933,170781.00,
539302,POWERMECH   ,B ,Q,771.00,771.00,705.45,718.85,709.00,770.85,180,2245,1670034.00,
539309,RAMASTEEL   ,B ,Q,55.00,56.40,52.60,55.80,56.40,55.85,33,539,29538.00,
539310,TISL        ,B ,Q,2.29,2.44,2.10,2.32,2.32,2.31,87,1475761,3418318.00,
539312,UTISENSETF  ,B ,Q,396.00,396.00,396.00,396.00,396.00,397.00,3,50,19800.00,
539313,UTINIFTETF  ,B ,Q,1180.00,1196.00,1160.00,1160.00,1160.00,1160.00,7,48,56173.00,
539331,VETO        ,B ,Q,48.80,49.95,48.00,49.70,49.85,50.85,432,18049,887153.00,
539332,NAVKARCORP  ,A ,Q,24.40,24.40,23.05,23.60,23.80,24.50,126,9664,228579.00,
539334,SHREEPUSHK  ,B ,Q,87.45,105.40,87.20,93.35,93.00,88.65,964,24042,2311552.00,
539336,GUJGAS      ,A ,Q,184.00,185.25,183.15,183.40,183.40,183.80,270,24462,4503105.00,
539346,SADBHIN     ,B ,Q,53.15,54.00,52.00,52.40,52.25,55.35,49,961,50438.00,
539351,PRABHAT     ,B ,Q,61.75,61.75,59.20,60.10,60.05,62.70,38,3995,241205.00,
539353,SALAUTO     ,X ,Q,165.00,165.00,154.05,156.15,156.15,155.95,35,562,90128.00,
539354,POLYSPIN    ,X ,Q,89.00,89.00,89.00,89.00,89.00,88.95,2,271,24119.00,
539359,PRITIKAUTO  ,X ,Q,88.00,88.10,75.00,81.65,81.80,88.55,38,13915,1189970.00,
539363,SKC         ,XT,Q,7.18,7.18,7.18,7.18,7.18,7.55,2,332,2383.00,
539404,SATIN       ,B ,Q,275.35,275.35,268.25,269.95,269.40,272.50,44,599,162623.00,
539407,GENCON      ,X ,Q,79.50,84.50,77.00,79.55,79.60,79.50,65,9046,726572.00,
539410,WELCON      ,XT,Q,7.50,7.50,7.50,7.50,7.50,7.48,1,1,7.00,
539428,TEJNAKSH    ,T ,Q,71.30,71.30,67.75,67.75,67.75,71.30,2,139,9662.00,
539436,COFFEEDAY   ,A ,Q,72.80,72.80,68.65,72.80,72.80,69.35,1543,2388251,173546402.00,
539437,IDFCFIRSTB  ,A ,Q,44.85,44.85,43.30,43.45,43.45,44.95,1606,1343008,58641421.00,
539448,INDIGO      ,A ,Q,1636.00,1646.85,1619.00,1624.65,1624.65,1632.55,1413,40692,66392807.00,
539450,SHK         ,B ,Q,119.25,120.95,116.00,117.35,117.35,119.20,57,1911,226147.00,
539455,ARYAVAN     ,XT,Q,24.60,24.60,24.20,24.25,24.20,24.45,3,20,486.00,
539480,LICNETFN50  ,B ,Q,114.00,114.00,113.50,113.50,113.50,116.60,2,2,227.00,
539515,GMLM        ,XT,Q,121.00,125.50,121.00,125.50,125.50,123.40,7,54,6682.00,
539516,HDFCNIFETF  ,B ,Q,1179.00,1179.00,1145.00,1145.00,1145.00,1151.01,14,60,69060.00,
539517,SXETF       ,B ,Q,3960.00,3974.00,3910.77,3910.77,3910.77,3928.69,13,37,146172.00,
539518,UDAYJEW     ,X ,Q,63.85,76.00,63.85,66.00,66.00,63.85,27,4513,304422.00,
539520,SHAILJA     ,X ,Q,8.00,8.35,8.00,8.00,8.00,8.36,6,9264,76657.00,
539523,ALKEM       ,A ,Q,1755.00,1795.00,1715.00,1732.00,1732.00,1768.85,105,1985,3446684.00,
539524,LALPATHLAB  ,A ,Q,1178.75,1210.25,1176.00,1199.45,1199.25,1185.05,401,2606,3114186.00,
539528,AAYUSH      ,X ,Q,26.50,26.50,26.00,26.00,26.00,26.00,8,189,4940.00,
539542,LUXIND      ,A ,Q,1012.00,1012.55,990.60,1002.85,1004.25,1008.25,69,330,331139.00,
539546,BNL         ,X ,Q,9.76,9.76,9.76,9.76,9.76,9.31,1,18,175.00,
539551,NH          ,B ,Q,243.95,243.95,227.00,230.10,230.40,242.80,77,355,82684.00,
539562,KAYEL       ,XT,Q,26.75,26.75,26.75,26.75,26.75,25.50,3,2700,72225.00,
539570,ACEWIN      ,M ,Q,6.24,6.24,6.24,6.24,6.24,6.93,4,38400,239616.00,
539594,MISHTANN    ,X ,Q,39.10,39.80,39.10,39.80,39.80,39.05,40,4619,183763.00,
539595,NATECO      ,XT,Q,13.30,14.00,13.30,14.00,14.00,14.00,2,43,584.00,
539597,JSLHISAR    ,A ,Q,64.50,65.10,62.05,64.35,64.35,64.75,280,12326,785681.00,
539620,AINFRA      ,X ,Q,21.25,21.25,21.25,21.25,21.25,22.25,4,105,2231.00,
539621,BCLENTERPR  ,XT,Q,20.30,21.60,20.30,21.45,21.45,21.00,15,12325,254005.00,
539636,PRECAM      ,B ,Q,39.25,39.35,38.40,39.25,38.60,39.60,14,1277,49967.00,
539658,TEAMLEASE   ,A ,Q,2419.25,2438.45,2387.10,2410.75,2408.40,2440.40,41,59,141946.00,
539660,SAHYOGMULT  ,XT,Q,99.40,99.40,99.40,99.40,99.40,94.70,5,2510,249494.00,
539669,RGF         ,X ,Q,1.80,1.80,1.80,1.80,1.80,1.88,1,5,9.00,
539678,QUICKHEAL   ,B ,Q,114.45,114.85,109.35,110.70,110.30,115.00,366,9347,1049175.00,
539686,KPEL        ,T ,Q,158.35,158.35,149.00,149.65,150.00,155.00,8,1317,197461.00,
539725,GOKULAGRO   ,T ,Q,12.93,12.93,12.50,12.63,12.63,12.93,55,88810,1125543.00,
539730,FREDUN      ,X ,Q,185.10,223.15,183.00,223.15,223.15,202.90,80,5494,1184459.00,
539742,SIMBHALS    ,B ,Q,6.01,6.02,6.01,6.01,6.01,6.24,5,1434,8620.00,
539761,VKAL        ,XT,Q,4.82,4.82,4.82,4.82,4.82,4.82,1,2,9.00,
539770,DARJEELING  ,X ,Q,97.00,97.00,94.50,95.50,95.50,96.15,100,53539,5112702.00,
539785,PDMJEPAPER  ,B ,Q,11.85,11.85,11.11,11.28,11.24,11.83,27,5512,62855.00,
539787,HCG         ,B ,Q,116.00,116.00,105.00,107.30,107.25,115.25,46,179,19555.00,
539798,UMIYA       ,T ,Q,11.40,11.40,10.65,10.91,10.80,11.21,29,5690,62649.00,
539799,BHARATWIRE  ,B ,Q,32.25,32.35,32.20,32.20,32.35,33.35,38,822,26498.00,
539800,CHDCHEM     ,M ,Q,27.55,27.55,27.55,27.55,27.55,27.50,1,10000,275500.00,
539807,INFIBEAM    ,A ,Q,41.50,43.40,39.90,40.75,40.90,42.00,837,329322,13399638.00,
539814,RADHEY      ,XT,Q,18.00,18.30,18.00,18.15,18.15,17.65,6,42211,759825.00,
539837,RPEL        ,B ,Q,132.00,132.00,130.00,130.00,130.00,132.00,3,7,922.00,
539841,LANCER      ,B ,Q,48.00,48.00,45.00,45.25,47.25,48.00,8,247,11364.00,
539844,EQUITAS     ,A ,Q,106.45,106.80,102.60,104.95,104.90,107.50,664,63073,6618038.00,
539861,SKIL        ,B ,Q,6.15,6.15,6.15,6.15,6.15,5.86,3,1950,11992.00,
539871,THYROCARE   ,A ,Q,469.25,470.25,432.55,442.90,442.00,469.05,260,1932,887988.00,
539872,BAJAJHCARE  ,B ,Q,194.85,194.85,177.00,177.40,177.40,193.00,9,249,44799.00,
539874,UJJIVAN     ,A ,Q,271.00,272.35,255.40,257.95,261.30,270.65,6339,203380,53073961.00,
539876,CROMPTON    ,A ,Q,226.30,228.40,224.90,226.15,226.35,227.85,290,14317,3242124.00,
539883,PILANIINVS  ,B ,Q,1925.00,1930.00,1900.00,1904.00,1904.00,1925.65,34,1635,3138224.00,
539884,DARSHANORNA ,B ,Q,42.05,44.95,42.05,42.15,44.85,42.25,26,1238,52197.00,
539889,PARAGMILK   ,A ,Q,160.00,160.05,140.50,142.85,142.85,161.00,1980,63399,9583112.00,
539917,NAGARFERT   ,B ,Q,4.10,4.30,4.10,4.14,4.14,4.24,103,31095,130146.00,
539921,SEIL        ,T ,Q,95.00,95.00,95.00,95.00,95.00,95.00,1,2,190.00,
539938,MIL         ,X ,Q,97.00,116.95,97.00,99.75,99.75,97.85,9,7163,714103.00,
539939,YASHCHEM    ,B ,Q,81.10,82.05,81.05,81.80,81.65,82.50,9,670,54695.00,
539940,MAXVIL      ,B ,Q,47.00,48.30,46.00,47.30,47.35,47.55,248,13432,636936.00,
539956,TAALENT     ,X ,Q,259.90,259.90,240.00,240.40,240.00,239.20,19,460,110602.00,
539957,MGL         ,A ,Q,848.45,854.90,834.30,850.80,850.80,848.45,3576,87258,73542941.00,
539978,QUESS       ,A ,Q,458.10,463.00,421.25,448.60,449.35,457.90,280,4418,1979664.00,
539979,DIGJAMLTD   ,B ,Q,1.40,1.40,1.32,1.40,1.40,1.34,58,40373,56341.00,
539980,ICICIMCAP   ,B ,Q,59.06,59.06,58.07,58.19,58.07,58.77,4,24,1413.00,
539981,MAXINDIA    ,A ,Q,56.75,59.95,55.25,56.35,56.05,56.75,141,8057,465001.00,
539982,ASYL        ,B ,Q,20.30,20.30,16.50,17.00,17.00,20.30,12,1054,17964.00,
539984,HUIL        ,X ,Q,558.00,558.00,558.00,558.00,558.00,532.25,1,1,558.00,
539992,LLOYDSTEEL  ,B ,Q,0.51,0.52,0.49,0.50,0.51,0.50,119,431325,218811.00,
540005,LTI         ,A ,Q,1614.00,1623.00,1590.00,1598.45,1593.50,1613.55,279,2754,4438046.00,
540006,EASTWEST    ,X ,Q,98.15,100.00,90.25,99.60,99.85,98.15,19,2215,218176.00,
540023,COLORCHIPS  ,X ,Q,24.25,25.00,24.25,25.00,25.00,25.50,6,151,3763.00,
540024,ASHARI      ,XT,Q,18.25,18.30,18.00,18.10,18.20,17.75,47,22192,401561.00,
540025,ADVENZYMES  ,A ,Q,151.55,152.40,151.00,151.55,151.20,152.85,71,10159,1542270.00,
540027,PTIL        ,T ,Q,404.40,404.80,403.00,403.35,403.30,403.75,33,1090,439951.00,
540047,DBL         ,A ,Q,402.30,405.50,393.40,401.50,398.60,401.15,468,7299,2928691.00,
540048,SPAL        ,B ,Q,189.70,190.05,181.00,188.30,190.00,193.85,50,1098,204524.00,
540061,BIGBLOC     ,B ,Q,27.25,27.25,27.25,27.25,27.25,28.15,1,2,54.00,
540064,FRETAIL     ,A ,Q,420.40,425.60,415.15,416.95,417.00,412.95,297,11517,4839298.00,
540065,RBLBANK     ,A ,Q,390.00,390.10,369.80,372.20,372.20,389.90,5352,417490,158006769.00,
540071,CAMSONSEEDS ,Z ,Q,2.85,2.85,2.85,2.85,2.85,3.00,5,1100,3135.00,
540073,BLS         ,B ,Q,80.00,80.30,79.15,79.75,80.15,79.90,47,2013,160624.00,
540078,MITSU       ,M ,Q,152.00,152.00,152.00,152.00,152.00,152.00,1,600,91200.00,
540080,NARAYANI    ,T ,Q,30.75,33.95,30.75,32.95,30.80,32.35,24,417,13339.00,
540083,TVVISION    ,B ,Q,1.65,1.65,1.65,1.65,1.65,1.73,1,15,24.00,
540108,TAHL        ,X ,Q,96.95,99.00,90.05,94.60,92.50,94.10,70,5263,494837.00,
540115,LTTS        ,A ,Q,1575.90,1575.90,1555.00,1555.40,1555.00,1565.40,268,2173,3388868.00,
540124,GNA         ,B ,Q,224.95,235.15,224.25,227.85,227.85,226.40,625,12719,2918997.00,
540133,ICICIPRULI  ,A ,Q,386.00,390.80,384.45,385.85,385.30,387.25,4082,67293,26104034.00,
540134,IISL        ,X ,Q,13.90,13.90,13.90,13.90,13.90,13.90,2,60,834.00,
540135,ARCFIN      ,XT,Q,1.30,1.30,1.30,1.30,1.30,1.36,2,15000,19500.00,
540136,HPL         ,B ,Q,39.90,40.10,38.25,38.75,39.00,40.30,103,8188,321488.00,
540143,SAGARSOFT   ,X ,Q,61.50,62.00,55.25,62.00,62.00,59.85,23,1202,71437.00,
540144,DRA         ,M ,Q,9.55,9.55,9.55,9.55,9.55,9.60,1,2500,23875.00,
540145,VALIANTORG  ,M ,Q,1210.00,1217.00,1194.05,1206.25,1195.05,1191.00,14,3450,4149015.00,
540151,DIKSAT      ,M ,Q,100.75,100.85,100.75,100.85,100.85,96.00,2,49500,4988025.00,
540153,ENDURANCE   ,A ,Q,888.00,897.60,875.05,883.10,881.00,879.10,453,2086,1848069.00,
540173,PNBHOUSING  ,A ,Q,712.00,716.00,691.05,695.75,694.40,719.55,423,4529,3179359.00,
540175,REGENCY     ,X ,Q,29.50,29.50,28.00,29.00,29.00,27.00,80,29814,867309.00,
540180,VBL         ,A ,Q,645.45,649.35,635.20,641.35,642.05,646.00,102,802,515456.00,
540192,LKPSEC      ,X ,Q,6.90,6.90,6.50,6.50,6.50,6.80,8,195,1272.00,
540198,OSIAJEE     ,X ,Q,29.90,30.45,29.00,29.80,29.80,28.20,102,32245,954512.00,
540203,SFL         ,B ,Q,1135.60,1163.00,1135.60,1157.75,1157.75,1140.50,16,85,97413.00,
540210,TMRVL       ,B ,Q,13.42,13.48,13.00,13.48,13.48,12.26,86,32266,434483.00,
540212,TCIEXP      ,B ,Q,620.00,620.25,581.50,593.05,593.05,620.65,159,1279,779877.00,
540222,LAURUSLABS  ,A ,Q,336.60,338.00,333.50,334.05,334.05,337.40,69,1848,618859.00,
540253,SNTCL       ,X ,Q,15.70,16.48,15.70,16.24,16.20,15.70,58,21197,340574.00,
540268,DHANVARSHA  ,X ,Q,54.50,54.80,52.05,53.50,53.50,54.25,72,78904,4240428.00,
540293,PRICOLLTD   ,B ,Q,26.60,26.60,25.20,25.45,25.45,26.85,22,2196,56941.00,
540311,JITFINFRA   ,T ,Q,7.50,7.50,6.81,7.25,7.25,7.16,19,4388,30580.00,
540360,LLFICL      ,X ,Q,106.40,106.40,103.90,106.10,106.10,105.65,56,23664,2493935.00,
540361,DANUBE      ,XT,Q,6.72,7.42,6.72,7.42,7.42,7.07,13,2056,15170.00,
540366,RADIOCITY   ,B ,Q,39.45,39.45,37.50,37.95,38.30,39.95,22,1110,42773.00,
540376,DMART       ,A ,Q,1475.00,1499.90,1470.00,1478.95,1478.95,1474.90,2059,27423,40699630.00,
540395,CHEMCRUX    ,M ,Q,100.00,100.00,100.00,100.00,100.00,100.50,2,4000,400000.00,
540396,MANOMAY     ,M ,Q,32.55,32.55,32.55,32.55,32.55,35.90,1,4000,130200.00,
540403,CLEDUCATE   ,B ,Q,97.00,97.00,85.15,88.00,88.00,87.40,7,190,17021.00,
540404,PRIME       ,M ,Q,111.00,111.85,108.00,109.95,108.00,110.40,4,6000,661700.00,
540425,SHANKARA    ,A ,Q,290.00,302.00,288.95,293.40,288.95,289.60,906,7192,2124718.00,
540497,SCHAND      ,B ,Q,53.00,55.25,52.40,52.60,54.20,53.50,46,5026,266264.00,
540519,MEERA       ,M ,Q,185.50,185.50,185.50,185.50,185.50,185.50,1,500,92750.00,
540526,IRBINVIT    ,IF,Q,65.30,65.30,65.30,65.30,65.30,65.30,2,10000,653000.00,
540530,HUDCO       ,A ,Q,33.00,33.15,32.50,32.70,32.70,33.15,203,70810,2320170.00,
540544,PSPPROJECT  ,B ,Q,500.25,513.05,487.15,510.55,508.00,505.25,172,4520,2280666.00,
540550,YUG         ,M ,Q,21.35,21.35,21.35,21.35,21.35,21.25,1,4000,85400.00,
540565,INDIGRID    ,IF,Q,87.50,87.50,87.50,87.50,87.50,87.80,1,5103,446512.00,
540570,SFIVL       ,XT,Q,12.05,12.05,11.20,12.00,12.00,11.55,6,1013,11350.00,
540575,STARCEMENT  ,B ,Q,96.50,96.85,91.10,91.95,93.00,97.50,98,1527,143616.00,
540593,HEOF1126RG  ,B ,Q,9.03,9.03,9.03,9.03,9.03,9.21,3,5000,45150.00,
540595,TEJASNET    ,B ,Q,86.00,87.40,85.40,85.80,85.40,86.60,101,2925,252621.00,
540596,ERIS        ,A ,Q,397.75,400.00,391.00,398.55,398.50,394.20,65,227,89611.00,
540602,GTPL        ,B ,Q,75.00,78.00,72.00,75.80,75.80,73.80,129,7912,602996.00,XD
540611,AUBANK      ,A ,Q,693.35,701.00,686.20,694.55,686.55,697.15,1282,11499,7992243.00,
540614,GGENG       ,M ,Q,27.40,27.40,26.00,26.00,26.00,26.10,4,10000,269500.00,
540616,ARTEMIS     ,B ,Q,46.50,52.50,44.60,44.85,44.60,49.80,69,1031,49398.00,
540636,HEOF1100RG  ,B ,Q,9.00,9.10,8.92,8.92,8.92,8.99,4,2500,22640.00,
540642,SALASAR     ,B ,Q,122.70,139.90,118.85,130.85,130.85,122.55,567,26722,3494754.00,
540647,GANGESSEC   ,B ,Q,39.00,39.00,35.80,35.80,35.80,37.30,4,230,8554.00,
540648,PALASHSEC   ,B ,Q,38.90,38.90,38.75,38.75,38.75,39.50,2,53,2057.00,
540649,AVADHSUGAR  ,B ,Q,219.90,223.70,209.00,209.45,209.45,220.50,604,10931,2363967.00,
540650,MAGADHSUGAR ,B ,Q,91.20,91.50,88.45,89.35,89.45,91.20,32,853,76636.00,
540651,JIGAR       ,M ,Q,31.50,31.70,31.50,31.70,31.70,34.50,2,8000,252800.00,
540653,SINTEXPLAST ,B ,Q,3.26,3.40,3.25,3.25,3.25,3.42,195,283005,920190.00,
540669,UTINEXT50   ,B ,Q,267.80,267.80,267.80,267.80,267.80,263.05,1,3,803.00,
540673,SIS         ,B ,Q,798.85,799.45,786.00,795.15,786.00,810.80,15,31,24703.00,
540678,COCHINSHIP  ,A ,Q,350.00,350.00,342.80,344.55,343.30,351.20,248,3520,1213786.00,
540679,SMSLIFE     ,B ,Q,393.00,406.95,371.15,382.35,377.80,397.00,30,90,34593.00,
540680,KIOCL       ,B ,Q,120.30,120.45,116.50,116.70,116.70,120.40,12,206,24546.00,
540686,SMRUTHIORG  ,X ,Q,139.50,139.50,136.50,136.50,136.50,135.05,14,149,20448.00,
540691,ABCAPITAL   ,A ,Q,88.95,93.50,88.05,89.95,89.95,89.50,1912,184210,16778515.00,
540692,APEX        ,B ,Q,216.30,221.70,209.35,210.75,209.60,217.80,725,9062,1968925.00,
540699,DIXON       ,B ,Q,2185.05,2286.90,2180.00,2221.45,2239.55,2215.75,158,416,930839.00,
540700,BRNL        ,B ,Q,75.65,75.65,67.90,70.95,70.60,77.45,49,426,30749.00,
540701,DCAL        ,A ,Q,180.10,180.15,175.60,176.55,177.00,178.10,172,5702,1013926.00,
540702,LASA        ,B ,Q,10.50,10.94,10.22,10.79,10.79,10.57,15,2718,28628.00,
540704,MATRIMONY   ,B ,Q,568.00,568.00,553.00,554.35,553.00,568.65,8,31,17313.00,
540709,RELHOME     ,B ,Q,6.89,6.89,6.57,6.57,6.57,6.91,123,21157,139689.00,
540710,CAPACITE    ,B ,Q,160.80,192.80,156.00,181.90,181.90,184.90,8421,242898,42391545.00,
540716,ICICIGI     ,A ,Q,1149.00,1149.00,1125.85,1134.55,1134.55,1136.35,1116,9832,11186019.00,
540719,SBILIFE     ,A ,Q,857.00,857.00,824.10,829.95,829.95,854.55,4365,94706,79816601.00,
540724,DIAMONDYD   ,B ,Q,777.95,777.95,753.00,767.35,766.00,778.90,41,149,113368.00,
540725,SISL        ,M ,Q,70.00,70.00,68.00,68.00,68.00,71.00,2,2000,138000.00,
540727,POOJA       ,M ,Q,57.50,58.00,55.00,58.00,58.00,57.95,8,27000,1549200.00,
540728,SAYAJIIND   ,X ,Q,132.10,135.00,130.00,130.00,130.00,136.80,12,444,58285.00,
540729,VANTABIO    ,M ,Q,111.50,111.50,111.50,111.50,111.50,112.00,1,750,83625.00,
540731,DAFXXIVGR   ,F ,Q,10.00,10.00,10.00,10.00,10.00,10.00,1,1000,10000.00,
540735,IRIS        ,M ,Q,20.25,20.25,19.00,19.60,19.60,21.35,5,20000,390800.00,
540737,SGRL        ,M ,Q,60.00,62.75,60.00,62.75,62.75,62.50,2,6000,368250.00,
540738,STL         ,M ,Q,140.00,140.00,140.00,140.00,140.00,140.00,2,10000,1400000.00,
540743,GODREJAGRO  ,A ,Q,444.60,454.90,444.60,450.65,450.65,449.10,523,7404,3320838.00,
540749,MASFIN      ,B ,Q,618.50,618.50,606.30,608.05,606.30,620.75,41,166,101449.00,
540750,IEX         ,A ,Q,140.50,141.25,128.10,131.15,131.15,142.25,983,14652,1933942.00,
540755,GICRE       ,A ,Q,182.95,182.95,171.60,172.35,172.35,178.70,395,6584,1145819.00,
540756,KAARYAFSL   ,M ,Q,25.00,27.60,25.00,27.60,27.60,25.95,3,84000,2107800.00,
540757,SCPL        ,M ,Q,106.80,116.85,106.40,106.40,106.40,106.00,6,4800,520560.00,
540761,RCBFIVAG    ,B ,Q,8.31,8.31,8.31,8.31,8.31,8.22,1,113,939.00,
540762,TIINDIA     ,A ,Q,353.80,353.80,339.75,340.65,340.85,356.45,173,762,263084.00,
540767,RNAM        ,A ,Q,251.15,252.55,232.00,233.15,233.15,252.45,1050,36646,8721906.00,
540768,MAHLOG      ,A ,Q,361.00,361.00,350.00,353.10,350.00,358.05,359,1801,636747.00,
540769,NIACL       ,A ,Q,109.00,109.10,106.00,106.70,106.00,110.00,150,2957,318025.00,
540774,IFGLEXPOR   ,B ,Q,148.45,149.40,148.45,148.80,148.80,146.15,7,203,30198.00,
540775,KHADIM      ,B ,Q,189.00,194.65,185.00,186.05,186.00,190.00,122,542,102907.00,
540776,5PAISA      ,B ,Q,136.05,136.05,133.30,134.00,134.00,137.00,7,180,24136.00,
