SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,1359.50,1372.20,1354.80,1359.15,1355.10,1364.25,161,1040,1415320.00,
500003,AEGIS LOGIS ,A ,Q,197.00,202.95,197.00,202.25,200.95,202.10,524,7968,1603202.00,
500008,AMAR RAJA BA,A ,Q,619.45,623.10,609.40,612.15,611.00,619.95,327,10903,6706511.00,
500009,A.SARABHAI  ,X ,Q,12.25,12.47,11.50,11.78,11.80,12.25,69,11005,129991.00,
500010,HDFC        ,A ,Q,2075.00,2099.20,2063.00,2066.35,2066.35,2090.80,4180,119843,249810615.00,
500012,ANDHRA PETRO,X ,Q,41.00,41.00,38.05,39.20,39.50,40.05,122,16817,662290.00,
500013,ANSAL INFRAS,B ,Q,4.00,4.00,3.83,3.85,3.90,4.03,21,3726,14573.00,
500014,APPLE FINANC,XT,Q,1.27,1.39,1.27,1.27,1.27,1.33,14,6850,8819.00,
500016,ARUNAHTEL   ,XT,Q,4.75,5.23,4.75,5.23,5.23,4.99,2,200,998.00,
500020,BOM DYEING  ,A ,Q,71.25,71.50,67.55,68.75,68.10,72.05,1073,111892,7755219.00,
500024,ASSAMCO     ,T ,Q,1.09,1.09,1.00,1.01,1.01,1.05,49,43831,44058.00,
500027,ATUL LTD.   ,A ,Q,3625.55,3625.55,3511.55,3534.70,3518.30,3618.40,227,543,1933795.00,
500028,ATV PROJECTS,XT,Q,3.70,3.70,3.65,3.65,3.65,3.70,3,1050,3882.00,
500029,AUTOLITE(I) ,B ,Q,23.80,23.80,21.95,22.95,22.95,24.15,8,988,22552.00,
500031,BAJAJ ELECT.,A ,Q,389.00,392.35,366.65,370.40,368.30,384.30,472,8529,3242693.00,
500032,BAJAJHIND   ,B ,Q,5.90,5.95,5.75,5.78,5.78,5.94,161,159086,923237.00,
500033,FORCE MOTR  ,A ,Q,1264.00,1289.00,1229.85,1236.25,1236.25,1259.10,2727,20666,26123389.00,
500034,BAJFINANCE  ,A ,Q,3295.00,3322.95,3245.80,3260.80,3260.80,3294.70,4417,70146,230199100.00,
500038,BALRAM.CHINI,A ,Q,126.00,129.15,119.80,121.35,121.35,126.00,2074,112745,14113989.00,
500039,BANCO PROD. ,B ,Q,100.00,100.50,97.15,97.75,97.75,100.85,179,3305,323966.00,
500040,CENTURY TEXT,A ,Q,860.10,864.95,830.60,835.55,835.55,865.90,1433,45925,38945046.00,
500041,BANNARI AMAN,B ,Q,1399.00,1399.00,1233.95,1234.80,1247.40,1296.20,13,71,88184.00,
500042,BASF INDIA  ,A ,Q,1029.00,1030.90,975.05,985.40,985.40,1016.60,199,667,667118.00,
500043,BATA INDIA  ,A ,Q,1470.05,1488.45,1468.20,1475.85,1475.85,1471.75,939,21369,31608572.00,
500048,BEML LTD    ,A ,Q,771.25,772.00,753.30,761.15,761.15,767.70,1026,25423,19331908.00,
500049,BHARAT ELECT,A ,Q,93.95,95.25,91.50,91.95,91.95,93.40,1750,431229,40395741.00,
500052,BHANSALI ENG,B ,Q,57.50,57.85,54.50,55.10,54.50,57.75,630,49711,2767027.00,
500055,TATASTLBSL  ,B ,Q,22.10,22.15,20.00,21.25,21.25,22.10,311,122587,2634363.00,
500058,BIHAR SPONGE,XT,Q,0.63,0.68,0.63,0.68,0.68,0.65,4,175,116.00,
500059,BINANI IND. ,T ,Q,11.82,12.95,11.82,12.00,12.00,12.40,11,1557,18676.00,
500060,BIRLACABLE  ,B ,Q,44.85,46.50,44.00,44.80,44.90,45.20,176,6101,272896.00,
500067,BLUE STAR   ,A ,Q,706.65,718.00,705.50,714.55,716.05,707.95,232,2155,1536832.00,
500068,DISA INDIA  ,X ,Q,4975.00,5050.00,4965.00,5000.00,5000.00,4975.00,12,56,280060.00,
500069,BNK CAPITAL ,X ,Q,70.25,70.25,70.25,70.25,70.25,70.40,2,102,7165.00,
500074,BPL LTD.    ,B ,Q,16.95,16.95,16.50,16.60,16.50,17.00,28,3147,52635.00,
500078,OAL         ,B ,Q,190.70,194.75,188.15,188.85,190.95,192.40,93,1194,226782.00,
500083,CENTURY EXT ,B ,Q,2.80,2.80,2.62,2.69,2.69,2.70,7,522,1455.00,
500084,CESC LTD.   ,A ,Q,771.25,784.00,769.20,773.85,769.20,777.15,242,3699,2875649.00,
500085,CHAMBAL FERT,A ,Q,143.55,144.30,139.05,140.75,139.05,143.55,179,5365,762390.00,
500086,EXIDE IND.  ,A ,Q,178.00,179.30,174.50,175.20,175.20,178.45,548,41248,7260675.00,
500087,CIPLA LTD.  ,A ,Q,478.80,478.90,467.00,468.05,468.05,478.80,710,33340,15696382.00,
500092,CRISIL LTD  ,A ,Q,1277.00,1277.00,1228.90,1250.55,1248.00,1270.75,130,384,479008.00,
500093,CGPOWER     ,A ,Q,11.80,11.80,11.80,11.80,11.80,14.75,270,125890,1485502.00,
500096,DABUR (I)   ,A ,Q,430.50,430.80,422.00,426.95,426.10,431.80,1375,49468,21096723.00,
500097,DALMIASUG   ,B ,Q,82.30,83.00,77.50,77.95,77.55,82.90,124,5135,412119.00,
500101,ARVIND Ltd  ,A ,Q,50.20,50.20,47.30,48.30,48.30,50.15,1725,1045954,50630661.00,
500102,BALARPUR IND,B ,Q,0.74,0.74,0.70,0.73,0.73,0.73,226,3048651,2192925.00,
500103,BHEL        ,A ,Q,49.70,49.95,47.45,48.30,48.30,49.95,3277,1373953,66312480.00,
500104,HIND.PETRO  ,A ,Q,241.00,243.80,237.70,239.00,238.25,241.65,2523,241055,57907159.00,
500106,IFCI LTD    ,A ,Q,7.24,7.31,7.05,7.10,7.10,7.27,301,236078,1692225.00,
500108,MAHA.TELE   ,B ,Q,6.00,6.10,5.65,5.72,5.66,5.93,266,127413,744896.00,
500109,MRPL        ,A ,Q,48.80,48.80,46.50,47.50,47.30,48.25,226,19042,898550.00,
500110,CHENNAI PET.,A ,Q,194.30,195.80,191.80,193.75,195.80,195.60,544,8152,1577932.00,
500111,REL.CAP.    ,A ,Q,42.05,43.50,39.60,40.00,40.00,42.50,5602,1756405,72527989.00,
500112,STATE BANK  ,A ,Q,285.30,285.80,276.40,277.40,277.40,283.65,9780,977952,274381028.00,
500113,STEEL AUTH. ,A ,Q,34.75,34.75,31.50,31.90,31.90,34.60,2863,1528354,50343883.00,
500114,TITAN       ,A ,Q,1085.00,1097.00,1060.75,1064.85,1064.85,1092.95,2114,54350,58599528.00,
500116,IDBI BANK L ,A ,Q,26.65,26.65,25.15,25.40,25.40,26.65,1167,1328061,34271816.00,
500117,DCW LTD.    ,B ,Q,16.30,16.50,15.40,15.40,15.40,16.40,156,47577,759166.00,
500119,DHAMPUR SUGA,B ,Q,156.20,158.60,148.20,149.00,149.00,157.30,611,35091,5395626.00,
500120,DIAMINES&CHM,X ,Q,123.95,123.95,114.05,115.00,114.05,124.00,19,233,27186.00,
500123,ELANTAS     ,B ,Q,2021.20,2025.00,1995.00,2005.20,2018.50,1975.05,8,32,64380.00,
500124,DR.REDDY'S  ,A ,Q,2500.00,2526.00,2490.30,2503.40,2503.40,2554.90,2358,42533,106736233.00,
500125,E.I.D.PAR   ,A ,Q,148.15,150.80,147.80,150.05,150.00,148.40,77,103275,15286793.00,
500126,PGHL        ,A ,Q,4387.55,4466.00,4260.00,4312.65,4312.65,4388.50,382,1285,5646050.00,
500128,ELEC.CASTING,B ,Q,14.94,14.94,14.13,14.26,14.26,14.85,27,2513,36612.00,
500133,ESAB INDIA  ,B ,Q,1008.90,1012.90,972.00,979.05,979.05,1020.55,51,280,276236.00,
500135,ESSEL PROP  ,B ,Q,87.40,87.65,83.05,83.50,83.15,87.00,194,10740,912889.00,
500136,ESTER INDUS.,B ,Q,34.05,35.00,33.55,33.95,33.55,35.55,69,5001,171517.00,
500141,FERRO ALLOYS,X ,Q,2.70,2.90,2.70,2.73,2.85,2.80,44,8562,23675.00,
500142,FGP LTD.    ,X ,Q,1.71,1.71,1.71,1.71,1.71,1.79,2,150,256.00,
500143,P.H.CAPITAL ,X ,Q,12.42,12.42,12.42,12.42,12.42,11.83,2,2,24.00,
500144,FINOL. CABLE,A ,Q,369.50,376.00,368.25,374.85,372.15,374.50,92,732,271963.00,
500147,CMI FPE     ,X ,Q,780.60,791.00,770.00,771.45,770.00,772.60,19,490,378482.00,
500148,UFLEX LTD   ,A ,Q,205.10,207.55,200.15,202.35,202.35,206.60,749,12925,2615189.00,
500150,FOSECO INDIA,B ,Q,1194.95,1195.00,1194.95,1195.00,1195.00,1201.15,3,12,14339.00,
500151,GOLDEN TOB  ,B ,Q,30.60,31.75,30.40,31.05,31.10,30.35,13,296,9057.00,
500153,GANESH BENZO,X ,Q,27.45,27.65,24.20,26.00,26.00,27.65,146,20448,531787.00,
500155,GARDEN SILK ,B ,Q,10.25,10.25,9.35,9.64,9.64,9.95,17,5300,52086.00,
500159,METROGLOBL  ,X ,Q,46.00,52.00,46.00,51.00,51.00,48.00,10,409,20445.00,
500160,GTL LTD.    ,B ,Q,2.16,2.20,2.06,2.19,2.19,2.24,10,7334,15912.00,
500163,GODFREY PH  ,A ,Q,1037.00,1037.00,970.20,977.35,979.95,1035.75,1425,23998,23938418.00,
500164,GODREJ IND  ,A ,Q,445.00,447.30,438.00,441.05,438.45,445.60,2579,79561,35239356.00,
500165,KANSAI NERO ,A ,Q,472.45,474.20,458.50,471.75,469.40,475.00,569,4151,1935647.00,
500166,GOODRICKE   ,X ,Q,174.65,174.65,164.80,167.00,167.00,164.75,26,768,128199.00,
500168,GOODYEAR (I),B ,Q,851.25,859.75,845.00,854.80,854.80,859.95,77,1304,1111027.00,
500170,GTN INDUS   ,B ,Q,6.82,6.82,6.82,6.82,6.82,6.20,1,1,6.00,
500171,GHCL LTD    ,A ,Q,196.60,197.00,190.05,191.70,191.70,197.35,202,3138,608897.00,
500173,GFLLIMITED  ,T ,Q,83.95,83.95,83.95,83.95,83.95,88.35,2,2,167.00,
500179,HCL INFOSYS ,B ,Q,9.17,9.17,8.65,8.74,8.72,9.17,141,33249,291701.00,
500180,HDFC BANK   ,A ,Q,2217.00,2241.05,2214.70,2226.00,2226.00,2222.00,4236,80280,178932906.00,
500182,HEROMOTOCO  ,A ,Q,2668.90,2725.00,2663.00,2714.20,2716.90,2669.30,5441,43788,118144662.00,
500183,HIMACHAL FUT,A ,Q,19.85,20.30,19.35,19.50,19.50,19.85,1737,425627,8422111.00,
500184,HSCL        ,A ,Q,83.05,83.05,75.85,79.55,77.50,82.65,658,20847,1652442.00,
500185,HIND.CONSTN.,A ,Q,8.10,8.14,7.73,7.80,7.87,8.01,238,127035,1008894.00,
500186,HIND.OIL EXP,B ,Q,101.30,101.40,99.80,100.25,99.80,102.10,247,17535,1763478.00,
500187,HSIL        ,T ,Q,61.75,61.75,61.75,61.75,61.75,64.95,15,452,27911.00,
500188,HINDUS.ZI   ,A ,Q,205.00,205.55,201.30,202.15,201.35,206.35,399,28005,5683880.00,
500189,HINDUJA VENT,B ,Q,306.05,313.40,300.00,308.50,308.20,310.65,20,162,50063.00,
500191,HMT LTD.    ,Z ,Q,12.50,13.35,12.47,12.64,13.10,13.12,18,1180,15237.00,
500192,PRAG BOSIMI ,XT,Q,2.65,2.80,2.65,2.78,2.80,2.72,6,874,2333.00,
500193,HOTEL LEELA.,B ,Q,7.03,7.16,6.89,6.95,7.00,7.12,54,11755,82173.00,
500199,I.G.PETRO   ,B ,Q,169.00,169.00,160.40,162.65,161.95,168.95,39,323,53204.00,
500201,IND.GLYCOLS ,B ,Q,200.00,203.50,196.00,197.90,198.90,200.25,259,6871,1365489.00,
500207,INDO RAMA   ,B ,Q,31.00,31.00,28.60,28.90,28.90,30.20,55,7346,213303.00,
500209,INFOSYS LTD ,A ,Q,792.80,803.00,792.75,799.55,799.55,792.90,13955,339416,271316701.00,
500210,INGERSOLL   ,B ,Q,592.50,595.50,591.00,595.25,595.25,592.45,47,2078,1228604.00,
500211,INSILCO LTD.,X ,Q,14.55,14.95,14.50,14.93,14.95,14.67,30,5682,84618.00,
500212,INTEG.FIN.SE,XT,Q,21.70,21.70,21.70,21.70,21.70,22.80,2,500,10850.00,
500213,INTER.TRAVEL,X ,Q,77.00,79.55,72.50,72.85,72.50,80.55,56,4298,320326.00,
500214,ION EXCHANGE,X ,Q,654.40,654.40,621.05,631.80,631.80,653.40,783,15021,9537102.00,
500215,AGRO TECH FO,B ,Q,481.00,485.00,480.00,480.10,480.10,484.05,18,363,174913.00,
500219,JAIN IRRIG  ,A ,Q,21.70,21.70,19.80,20.30,20.30,21.25,542,152812,3165196.00,
500220,JASCH INDUST,X ,Q,40.50,40.55,38.00,39.30,39.30,40.95,24,2091,81907.00,
500223,JCT LTD     ,X ,Q,1.00,1.00,0.92,0.93,0.96,0.97,72,60992,58164.00,
500227,JINDAL POLYF,B ,Q,240.00,247.90,238.15,240.15,240.35,240.50,352,9396,2282719.00,
500228,JSWSL       ,A ,Q,225.00,226.00,217.55,218.85,218.85,224.65,1379,204044,45405050.00,
500231,UMANG DAIR  ,B ,Q,44.05,44.95,43.90,44.90,44.95,44.50,19,160,7049.00,
500233,KAJARIA CER.,A ,Q,490.10,491.50,475.30,479.70,479.35,488.60,607,14556,7052272.00,
500234,KAKATIYA CEM,B ,Q,162.80,163.55,148.00,151.25,151.25,163.20,127,3053,468239.00,
500235,KALYANI STEL,B ,Q,181.55,185.15,180.00,182.25,182.25,182.40,643,16808,3077819.00,
500236,KANELIND    ,X ,Q,0.99,0.99,0.99,0.99,0.99,0.99,2,118,116.00,
500238,WHIRLPOOL   ,A ,Q,1544.00,1549.05,1538.35,1540.10,1543.90,1543.75,106,893,1376942.00,
500239,KG DENIM    ,X ,Q,28.50,28.50,26.00,26.30,26.30,27.70,26,2392,63767.00,
500240,KINETIC ENG.,XT,Q,39.00,39.00,37.00,37.10,37.00,38.90,12,1486,57057.00,
500241,KIRL.BROS.  ,B ,Q,153.05,153.10,147.20,148.05,148.10,153.75,72,802,120346.00,
500243,KIRL INDUS  ,B ,Q,679.10,705.80,679.05,681.00,681.00,695.45,11,209,142338.00,
500245,KIRL.FERROUS,B ,Q,62.70,64.40,61.00,61.35,61.00,62.65,124,47766,3023229.00,
500247,KOTAK MAH.BK,A ,Q,1497.05,1517.85,1497.05,1505.80,1505.80,1506.10,3038,72717,109655262.00,
500249,KSB         ,B ,Q,590.40,590.40,577.40,577.60,577.50,593.35,70,619,361965.00,
500250,L.G.BALKRISH,B ,Q,336.05,344.00,315.15,332.85,330.50,344.60,234,2681,885084.00,
500251,TRENT LTD.  ,A ,Q,475.00,488.95,468.00,469.75,469.75,475.00,912,20772,9936332.00,
500252,LAXMIMACH   ,A ,Q,3770.05,3800.05,3700.00,3710.85,3700.00,3791.95,196,395,1478157.00,
500253,LIC HOUS.FIN,A ,Q,474.70,476.60,457.30,463.70,463.70,471.30,1686,90369,42296582.00,
500254,UTTAMVALUE  ,T ,Q,0.19,0.19,0.19,0.19,0.19,0.19,1,200,38.00,
500257,LUPIN LTD.  ,A ,Q,739.90,741.20,730.95,735.20,735.85,735.70,743,34383,25320631.00,
500259,LYKA LABS   ,B ,Q,17.15,17.15,16.90,16.90,16.90,17.75,13,3977,67393.00,
500260,RAMCOCEM    ,A ,Q,718.40,723.00,704.75,711.80,711.00,720.55,847,17647,12633625.00,
500264,MAFATLAL IND,X ,Q,68.05,79.95,68.05,70.80,70.35,73.50,21,516,36510.00,
500265,MAH.SEAMLESS,B ,Q,403.00,404.80,395.70,397.10,396.80,400.85,25,149,59542.00,
500266,MAH.SCOOTER ,B ,Q,3980.00,4084.90,3960.85,4010.65,4004.25,3982.10,158,276,1112499.00,
500267,MAJESTIC AUT,X ,Q,118.95,119.00,113.00,113.85,115.00,119.85,69,6368,743338.00,
500268,MANALI PETRO,B ,Q,18.15,18.20,17.00,17.40,17.35,18.10,151,17233,301557.00,
500271,MFSL        ,A ,Q,439.50,451.85,429.80,447.45,446.55,439.70,2311,127032,56195316.00,
500279,MIRC ELECT  ,B ,Q,12.51,12.51,12.02,12.06,12.02,12.58,15,1907,23422.00,
500280,CENTURY ENKA,B ,Q,173.55,173.80,170.10,170.90,170.90,174.85,88,3871,665801.00,
500284,LORDS CHLORO,XT,Q,42.25,42.25,39.00,42.25,42.25,40.25,27,1438,60321.00,
500285,SPICEJET LTD,A ,Q,141.40,143.30,136.30,136.80,136.80,141.00,7449,699880,97604127.00,
500288,MOREPEN LAB.,B ,Q,16.80,17.00,15.65,15.90,15.90,16.95,118,80912,1318638.00,
500290,MRF LTD.    ,A ,Q,56878.00,57789.00,56878.00,57699.45,57650.00,57548.40,163,207,11919170.00,
500292,HEIDEL CEM  ,A ,Q,197.65,204.00,197.65,200.50,199.00,198.00,827,15952,3197987.00,
500294,NCC         ,A ,Q,58.10,58.30,54.30,54.85,54.85,58.10,2613,1177825,66431460.00,
500295,VEDL        ,A ,Q,142.30,142.30,138.10,139.90,139.90,142.35,2430,513317,71516574.00,
500296,NAHAR SPG.  ,B ,Q,50.00,50.85,47.70,48.85,48.85,50.55,49,2938,145101.00,
500298,NAT.PEROXIDE,B ,Q,1535.05,1558.80,1475.00,1482.25,1482.25,1540.35,555,2659,4025917.00,
500300,GRASIM IND. ,A ,Q,729.35,729.35,695.00,698.05,698.05,729.40,2223,95291,67478531.00,
500302,PEL         ,A ,Q,1804.00,1804.00,1759.00,1782.70,1786.50,1779.85,1435,25495,45435832.00,
500304,NIIT LTD.   ,B ,Q,92.25,92.85,91.10,91.25,91.25,92.80,506,21117,1941892.00,
500306,JAYKAY      ,X ,Q,4.40,4.60,4.30,4.32,4.32,4.58,25,10366,45399.00,
500307,NIRLON      ,B ,Q,200.00,200.35,200.00,200.00,200.00,200.00,19,2805,561001.00,XD
500312,ONGC CORPN  ,A ,Q,125.10,125.35,119.70,121.15,121.15,125.05,2740,358656,43737179.00,
500313,OIL COUNTRY ,B ,Q,6.08,6.11,6.01,6.01,6.01,6.67,70,4100,24888.00,
500314,ORIENT HOTEL,B ,Q,37.95,38.45,37.95,38.40,38.40,37.60,7,660,25103.00,
500315,ORINTAL BANK,A ,Q,65.50,66.30,62.40,63.15,63.15,65.80,370,55887,3635908.00,
500317,OSWAL AGRO. ,B ,Q,7.30,7.70,7.05,7.08,7.08,7.21,71,23442,172857.00,
500319,INDIAN SUCRO,XT,Q,14.45,14.45,14.45,14.45,14.45,13.77,13,4579,66166.00,
500325,RELIANCE    ,A ,Q,1277.40,1278.40,1266.65,1270.80,1270.80,1276.00,7841,233087,296322603.00,
500327,PILITA      ,B ,Q,7.75,7.75,6.57,6.57,6.57,7.30,72,39975,267567.00,
500329,PENTAMED.G  ,X ,Q,0.34,0.34,0.32,0.33,0.32,0.33,42,70952,23274.00,
500330,RAYMOND     ,A ,Q,598.00,598.00,560.90,566.70,560.90,600.25,2417,111474,64355733.00,
500331,PIDILITE    ,A ,Q,1371.00,1377.00,1362.20,1366.70,1366.00,1370.95,843,13667,18725256.00,
500333,PIX TRANS   ,X ,Q,130.75,135.00,130.75,132.00,134.85,135.00,25,1296,171590.00,
500335,BIRLA CORPN.,A ,Q,588.00,588.00,551.00,554.00,551.00,571.95,139,717,402924.00,
500336,SURYA ROSHNI,B ,Q,166.05,168.55,160.10,162.30,160.20,167.50,136,4580,763939.00,
500337,PRIME SECUR.,B ,Q,36.30,36.70,35.75,36.05,35.75,36.60,40,1930,69674.00,
500338,PRSMJOHNSN  ,A ,Q,84.25,85.35,83.75,83.85,83.75,84.60,96,7127,602279.00,
500339,RAIN        ,A ,Q,82.80,82.80,81.30,82.15,82.15,83.10,474,26159,2147963.00,
500343,AMJLAND     ,B ,Q,17.55,17.55,16.70,17.00,17.20,17.50,7,300,5191.00,
500346,PUN.COMMUNI.,B ,Q,12.01,13.17,11.94,12.99,13.00,12.55,12,799,9785.00,
500350,RSWM  LTD   ,B ,Q,109.45,112.40,105.70,111.40,111.40,112.75,157,3071,340669.00,
500354,RAJSH.SUGAR ,T ,Q,18.00,18.00,17.75,17.75,17.75,18.00,2,200,3575.00,
500355,RALLIS INDIA,A ,Q,157.75,157.75,155.20,156.05,156.00,158.50,45,1403,219017.00,
500356,RAMANEWS    ,B ,Q,13.95,14.00,13.80,13.80,13.80,14.20,46,8110,113088.00,
500357,RAMA PAPER  ,X ,Q,18.80,18.80,16.70,17.25,17.85,18.00,32,4828,84672.00,
500360,RAPICUT CARB,X ,Q,39.25,41.25,38.35,38.75,38.75,38.65,52,15966,621769.00,
500365,RMGALLOY    ,X ,Q,10.00,10.98,10.00,10.20,10.20,10.46,43,10266,110079.00,
500366,ROLTA (I)   ,B ,Q,6.58,6.70,6.58,6.58,6.58,6.92,78,23026,152104.00,
500367,RUBFILA INT.,X ,Q,31.80,33.00,31.15,31.30,31.30,31.80,91,14123,446241.00,
500368,RUCHI SOYA  ,B ,Q,4.96,4.96,4.75,4.75,4.75,5.00,277,472275,2253393.00,
500370,SALORA INT. ,X ,Q,10.45,10.97,10.45,10.50,10.50,10.45,6,3300,35585.00,
500378,JINDAL SAW  ,A ,Q,69.50,69.80,66.80,67.30,67.05,70.05,387,35739,2455895.00,
500380,JK LAKSHMI  ,A ,Q,325.85,333.45,323.50,325.20,326.00,325.55,77,2125,695419.00,
500387,SHREE CEMENT,A ,Q,18873.00,19056.85,18628.35,18742.50,18748.95,19023.70,399,9023,168781535.00,
500390,REL INFRA   ,A ,Q,42.90,43.65,41.05,41.95,41.95,42.50,5367,2200763,92864712.00,
500400,TATA POWER  ,A ,Q,55.70,55.95,50.40,51.10,51.10,55.95,2857,1122580,59516386.00,
500402,SPMLINFRA   ,B ,Q,13.60,13.66,13.55,13.55,13.55,13.15,3,550,7504.00,
500403,SUNDARAM FAS,A ,Q,405.50,408.00,404.00,405.10,404.00,410.90,233,1345,546041.00,
500404,SUNFLAG IRON,B ,Q,27.00,27.50,24.40,25.35,24.90,27.20,479,32151,835792.00,
500405,SUPREME PET ,B ,Q,188.30,189.05,181.70,182.30,183.90,188.30,83,560,103384.00,
500407,SWARAJ ENGIN,B ,Q,1064.65,1083.00,1049.15,1078.90,1070.90,1072.05,37,250,267983.00,
500408,TATA ELXSI  ,A ,Q,618.00,638.05,618.00,633.30,632.30,620.00,2276,83024,52497720.00,
500410,ACC LTD     ,A ,Q,1550.00,1550.00,1481.90,1486.60,1486.60,1540.95,1903,62877,95126844.00,
500411,THERMAX     ,A ,Q,1022.50,1039.25,1022.50,1035.00,1035.00,1028.05,303,2192,2263556.00,
500412,THIRUMALAI  ,B ,Q,59.15,59.50,57.35,57.90,57.35,59.30,191,15438,896440.00,
500413,THOMAS COOK ,A ,Q,162.00,163.70,158.35,161.75,160.35,163.75,341,3261,525196.00,
500414,TIMEX GROUP ,X ,Q,36.60,36.60,34.75,35.30,35.05,35.60,42,5157,182997.00,
500418,TOKYO PLAST ,B ,Q,48.60,52.20,48.60,52.10,52.20,51.50,6,110,5707.00,
500420,TORRENT PHAR,A ,Q,1658.40,1677.65,1648.00,1670.85,1670.00,1659.35,585,7883,13138043.00,
500422,TRANSCHEM   ,X ,Q,14.55,14.55,14.50,14.50,14.50,14.60,2,4,58.00,
500425,AMBUJA CEME ,A ,Q,205.05,206.65,200.55,201.20,201.15,205.80,1554,90952,18519924.00,
500426,UTLINDS     ,X ,Q,7.35,7.35,6.67,7.19,7.19,7.02,9,5049,35342.00,
500429,UNIPHOS ENT.,B ,Q,71.00,71.00,70.25,70.35,70.25,70.40,137,1251,88013.00,
500439,VARD HOLDNG ,B ,Q,1514.20,1514.20,1452.65,1452.65,1452.65,1512.25,5,7,10438.00,
500440,HINDALCO    ,A ,Q,179.50,179.50,173.85,177.05,177.00,179.30,1585,307062,54000990.00,
500444,WEST COAS PA,B ,Q,240.00,240.00,229.45,234.40,237.00,240.25,119,3127,734488.00,
500449,HIND.ORG.CHM,B ,Q,13.15,13.45,12.30,12.35,12.65,13.40,111,18638,238996.00,
500456,PAS.ACRYLON ,X ,Q,15.00,15.25,14.37,14.44,14.48,14.67,72,20631,300958.00,
500459,PROCTER &GAM,A ,Q,10240.05,10351.20,10201.00,10301.75,10351.20,10267.15,96,186,1909998.00,
500460,MUKAND LTD. ,T ,Q,30.30,32.00,29.65,31.60,29.80,31.10,27,4261,130541.00,
500463,AGCNET      ,B ,Q,127.90,131.00,116.70,127.80,127.80,129.65,654,13305,1662238.00,
500464,UCAL FUEL   ,B ,Q,130.45,133.50,129.25,132.60,132.60,130.10,463,9957,1310337.00,
500467,HARR.MALAYAL,B ,Q,49.45,50.75,47.55,49.60,50.30,48.70,164,12822,627343.00,
500469,FEDERAL BANK,A ,Q,85.10,85.10,81.90,82.20,82.20,84.65,1411,554286,45914202.00,
500470,TATA STEEL  ,A ,Q,357.90,358.30,341.80,343.05,343.05,358.30,7681,609402,212062973.00,
500472,SKF INDIA   ,A ,Q,1869.60,1869.60,1830.00,1832.45,1837.85,1866.60,103,251,464532.00,
500477,ASHOK LEYL. ,A ,Q,64.10,64.10,61.35,61.80,61.80,63.90,3947,1305613,81436896.00,
500480,CUMMINS (I) ,A ,Q,580.00,580.00,566.00,570.45,569.45,579.60,464,15417,8792042.00,
500483,TATA COMM   ,A ,Q,442.90,445.55,427.80,431.00,437.00,442.45,818,24013,10605280.00,
500488,ABBOTT (I)  ,A ,Q,8950.00,9099.00,8901.45,9016.25,8945.00,8997.70,524,58600,528047216.00,
500490,BAJ HOLD INV,A ,Q,3499.00,3499.00,3338.00,3351.95,3361.90,3356.60,155,719,2420486.00,
500493,BHARAT FORGE,A ,Q,391.75,394.85,387.75,389.60,389.60,391.20,540,27703,10836168.00,
500495,ESCORTS LTD.,A ,Q,461.00,467.20,446.00,449.10,449.10,459.55,3043,185386,84418743.00,
500500,HIND.MOTORS ,B ,Q,5.90,5.90,5.19,5.21,5.21,5.47,99,14972,79843.00,
500510,LARSEN & TOU,A ,Q,1344.00,1344.00,1303.05,1310.30,1310.30,1342.60,8677,181865,239344742.00,
500520,MAH & MAH   ,A ,Q,529.50,535.50,518.30,520.60,520.60,527.90,2747,148305,77958379.00,
500530,BOSCH LTD   ,A ,Q,13546.25,13734.05,13520.30,13692.50,13600.15,13557.30,272,3097,42019124.00,
500540,PREMIER LTD ,T ,Q,2.81,3.09,2.81,3.09,3.09,2.95,8,1908,5740.00,
500547,BHARAT PET. ,A ,Q,334.95,339.15,326.70,328.40,327.30,342.55,1776,235735,79290469.00,XD
500550,SIEMENS LTD.,A ,Q,1163.05,1166.40,1146.60,1151.60,1152.00,1166.85,511,9835,11351386.00,
500570,TATA MOTORS ,A ,Q,123.50,123.50,109.55,112.30,112.30,123.80,22169,4689886,537507902.00,
500575,VOLTAS LTD  ,A ,Q,604.85,609.05,588.45,592.40,588.45,604.85,738,129757,77657691.00,
500620,GREAT EASTE ,A ,Q,239.65,245.00,239.05,243.40,244.90,241.95,75,1355,327755.00,
500645,DEEPAK FERT.,A ,Q,83.65,85.00,81.60,81.85,81.85,83.35,494,9891,818221.00,
500650,EXCEL INDUST,B ,Q,774.60,775.75,762.00,764.85,764.20,776.05,93,605,464864.00,
500655,GARWARE POLY,X ,Q,232.80,232.80,224.00,228.15,229.95,229.05,37,1596,362895.00,
500660,GLAXOSMITH  ,A ,Q,1207.70,1242.00,1201.35,1219.65,1205.00,1207.70,217,2819,3414013.00,
500670,GUJ.NARMADA ,A ,Q,198.00,198.45,192.70,193.65,193.65,197.95,1221,27778,5427090.00,
500672,NOVARTIS    ,B ,Q,595.40,603.00,585.00,587.20,587.20,595.15,433,5740,3421446.00,
500674,SANOFI      ,A ,Q,6244.35,6252.00,6083.10,6106.75,6090.00,6127.05,137,217,1343927.00,
